flights,layovers,total_duration,carbon_emissions,price,type,extensions
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 18:40'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 22:50'}, 'duration': 250, 'airplane': 'Airbus A321neo', 'airline': 'Cebu Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/5J.png', 'travel_class': 'Economy', 'flight_number': '5J 806', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 153 kg']}, {'departure_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-02 02:40'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-02 07:55'}, 'duration': 255, 'airplane': 'Airbus A321neo', 'airline': 'Cebu Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/5J.png', 'travel_class': 'Economy', 'flight_number': '5J 186', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 166 kg'], 'overnight': True}]","[{'duration': 230, 'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'overnight': True}]",735,"{'this_flight': 320000, 'typical_for_this_route': 320000, 'difference_percent': 0}",307,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 20:05'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 21:15'}, 'duration': 70, 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 466', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 49 kg']}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 22:50'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-02 06:30'}, 'duration': 400, 'airplane': 'Airbus A330', 'airline': 'AirAsia X', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/D7.png', 'travel_class': 'Economy', 'flight_number': 'D7 504', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Carbon emissions estimate: 322 kg'], 'overnight': True}]","[{'duration': 95, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",565,"{'this_flight': 371000, 'typical_for_this_route': 320000, 'difference_percent': 16}",311,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 19:30'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 20:40'}, 'duration': 70, 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 687', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 22:50'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-02 06:30'}, 'duration': 400, 'airplane': 'Airbus A330', 'airline': 'AirAsia X', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/D7.png', 'travel_class': 'Economy', 'flight_number': 'D7 504', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Carbon emissions estimate: 322 kg'], 'overnight': True}]","[{'duration': 130, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",600,"{'this_flight': 371000, 'typical_for_this_route': 320000, 'difference_percent': 16}",313,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 07:55'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 09:00'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 700', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 11:10'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 19:00'}, 'duration': 410, 'airplane': 'Airbus A330', 'airline': 'AirAsia X', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/D7.png', 'travel_class': 'Economy', 'flight_number': 'D7 506', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Carbon emissions estimate: 322 kg']}]","[{'duration': 130, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",605,"{'this_flight': 371000, 'typical_for_this_route': 320000, 'difference_percent': 16}",323,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 20:50'}, 'arrival_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-01 22:10'}, 'duration': 140, 'airplane': 'Boeing 777', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 410', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 178 kg']}, {'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-01 23:10'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-02 06:35'}, 'duration': 325, 'airplane': 'Airbus A350', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 658', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 270 kg'], 'overnight': True}]","[{'duration': 60, 'name': 'Suvarnabhumi Airport', 'id': 'BKK'}]",525,"{'this_flight': 450000, 'typical_for_this_route': 320000, 'difference_percent': 41}",456,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 12:15'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 13:25'}, 'duration': 70, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 628', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg']}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-01 14:50'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 22:30'}, 'duration': 400, 'airplane': 'Airbus A330', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 38', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 358 kg']}]","[{'duration': 85, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",555,"{'this_flight': 415000, 'typical_for_this_route': 320000, 'difference_percent': 30}",531,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 01:10'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 08:45'}, 'duration': 395, 'airplane': 'Boeing 777', 'airline': 'Korean Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/KE.png', 'travel_class': 'Economy', 'flight_number': 'KE 646', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 387 kg'], 'overnight': True}]",,395,"{'this_flight': 387000, 'typical_for_this_route': 320000, 'difference_percent': 21}",579,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 22:30'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-02 06:00'}, 'duration': 390, 'airplane': 'Boeing 777', 'airline': 'Korean Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/KE.png', 'travel_class': 'Economy', 'flight_number': 'KE 644', 'legroom': '33 in', 'extensions': ['Above average legroom (33 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 413 kg'], 'overnight': True}]",,390,"{'this_flight': 414000, 'typical_for_this_route': 320000, 'difference_percent': 29}",579,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 22:50'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-02 06:40'}, 'duration': 410, 'airplane': 'Airbus A350', 'airline': 'Asiana', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OZ.png', 'travel_class': 'Economy', 'flight_number': 'OZ 752', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 317 kg'], 'overnight': True}]",,410,"{'this_flight': 317000, 'typical_for_this_route': 320000, 'difference_percent': -1}",579,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 14:40'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 22:15'}, 'duration': 395, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 606', 'ticket_also_sold_by': ['Asiana'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 298 kg']}]",,395,"{'this_flight': 298000, 'typical_for_this_route': 320000, 'difference_percent': -7}",684,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 00:10'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 07:45'}, 'duration': 395, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 608', 'ticket_also_sold_by': ['Asiana'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 283 kg'], 'overnight': True}]",,395,"{'this_flight': 283000, 'typical_for_this_route': 320000, 'difference_percent': -12}",888,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 02:25'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 09:50'}, 'duration': 385, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 612', 'ticket_also_sold_by': ['Asiana'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 298 kg'], 'overnight': True}]",,385,"{'this_flight': 298000, 'typical_for_this_route': 320000, 'difference_percent': -7}",888,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 08:00'}, 'arrival_airport': {'name': 'Incheon International Airport', 'id': 'ICN', 'time': '2024-05-01 15:35'}, 'duration': 395, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 600', 'ticket_also_sold_by': ['Asiana'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 283 kg']}]",,395,"{'this_flight': 283000, 'typical_for_this_route': 320000, 'difference_percent': -12}",888,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 00:55'}, 'arrival_airport': {'name': 'Shanghai Pudong International Airport', 'id': 'PVG', 'time': '2024-05-01 06:20'}, 'duration': 325, 'airplane': 'Airbus A330', 'airline': 'China Eastern', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MU.png', 'travel_class': 'Economy', 'flight_number': 'MU 544', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 400 kg'], 'overnight': True}, {'departure_airport': {'name': 'Shanghai Pudong International Airport', 'id': 'PVG', 'time': '2024-05-01 10:30'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 13:00'}, 'duration': 150, 'airplane': 'Airbus A320', 'airline': 'China Eastern', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MU.png', 'travel_class': 'Economy', 'flight_number': 'MU 5155', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Carbon emissions estimate: 128 kg']}]","[{'duration': 250, 'name': 'Shanghai Pudong International Airport', 'id': 'PVG'}]",725,"{'this_flight': 528000, 'typical_for_this_route': 397000, 'difference_percent': 33}",328,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 12:00'}, 'arrival_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-01 16:15'}, 'duration': 255, 'airplane': 'Boeing 737', 'airline': 'Shenzhen', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZH.png', 'travel_class': 'Economy', 'flight_number': 'ZH 9026', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Carbon emissions estimate: 261 kg']}, {'departure_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-01 19:35'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 23:15'}, 'duration': 220, 'airplane': 'Airbus A320', 'airline': 'Shenzhen', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZH.png', 'travel_class': 'Economy', 'flight_number': 'ZH 9115', 'ticket_also_sold_by': ['Shandong'], 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Carbon emissions estimate: 209 kg']}]","[{'duration': 200, 'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX'}]",675,"{'this_flight': 470000, 'typical_for_this_route': 397000, 'difference_percent': 18}",328,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 08:30'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 14:40'}, 'duration': 370, 'airplane': 'Boeing 777', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 802', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 469 kg']}]",,370,"{'this_flight': 469000, 'typical_for_this_route': 397000, 'difference_percent': 18}",551,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 16:50'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 23:00'}, 'duration': 370, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 806', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 290 kg']}]",,370,"{'this_flight': 291000, 'typical_for_this_route': 397000, 'difference_percent': -27}",551,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 09:00'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 15:10'}, 'duration': 370, 'airplane': 'Airbus A330', 'airline': 'Air China', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/CA.png', 'travel_class': 'Economy', 'flight_number': 'CA 976', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'In-seat power outlet', 'On-demand video', 'Carbon emissions estimate: 365 kg']}]",,370,"{'this_flight': 366000, 'typical_for_this_route': 397000, 'difference_percent': -8}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 23:10'}, 'arrival_airport': {'name': 'Shanghai Pudong International Airport', 'id': 'PVG', 'time': '2024-05-02 04:10'}, 'duration': 300, 'airplane': 'Airbus A350', 'airline': 'China Eastern', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MU.png', 'travel_class': 'Economy', 'flight_number': 'MU 566', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 283 kg'], 'overnight': True}, {'departure_airport': {'name': 'Shanghai Hongqiao International Airport', 'id': 'SHA', 'time': '2024-05-02 14:30'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-02 16:45'}, 'duration': 135, 'airplane': 'Airbus A350', 'airline': 'China Eastern', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MU.png', 'travel_class': 'Economy', 'flight_number': 'MU 5159', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 104 kg']}]","[{'duration': 620, 'name': 'Shanghai Hongqiao International Airport', 'id': 'PVG', 'overnight': True}]",1055,"{'this_flight': 388000, 'typical_for_this_route': 397000, 'difference_percent': -2}",328,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 12:00'}, 'arrival_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-01 16:15'}, 'duration': 255, 'airplane': 'Boeing 737', 'airline': 'Shenzhen', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZH.png', 'travel_class': 'Economy', 'flight_number': 'ZH 9026', 'ticket_also_sold_by': ['Air China'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Carbon emissions estimate: 261 kg']}, {'departure_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-01 20:00'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 23:15'}, 'duration': 195, 'airplane': 'Airbus A350', 'airline': 'Air China', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/CA.png', 'travel_class': 'Economy', 'flight_number': 'CA 1358', 'ticket_also_sold_by': ['Shenzhen'], 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Free Wi-Fi', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 161 kg'], 'often_delayed_by_over_30_min': True}]","[{'duration': 225, 'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX'}]",675,"{'this_flight': 423000, 'typical_for_this_route': 397000, 'difference_percent': 7}",328,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 17:40'}, 'arrival_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-01 22:05'}, 'duration': 265, 'airplane': 'Airbus A320', 'airline': 'Shenzhen', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZH.png', 'travel_class': 'Economy', 'flight_number': 'ZH 9024', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Carbon emissions estimate: 254 kg']}, {'departure_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-02 06:55'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-02 09:55'}, 'duration': 180, 'airplane': 'Airbus A350', 'airline': 'Air China', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/CA.png', 'travel_class': 'Economy', 'flight_number': 'CA 868', 'ticket_also_sold_by': ['Shenzhen'], 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Free Wi-Fi', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 161 kg']}]","[{'duration': 530, 'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'overnight': True}]",975,"{'this_flight': 416000, 'typical_for_this_route': 397000, 'difference_percent': 5}",328,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 17:40'}, 'arrival_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-01 22:05'}, 'duration': 265, 'airplane': 'Airbus A320', 'airline': 'Shenzhen', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZH.png', 'travel_class': 'Economy', 'flight_number': 'ZH 9024', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Carbon emissions estimate: 254 kg']}, {'departure_airport': {'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'time': '2024-05-02 07:30'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-02 11:00'}, 'duration': 210, 'airplane': 'Airbus A330', 'airline': 'Shenzhen', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZH.png', 'travel_class': 'Economy', 'flight_number': 'ZH 9101', 'ticket_also_sold_by': ['Shandong'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 177 kg']}]","[{'duration': 565, 'name': ""Shenzhen Bao'an International Airport"", 'id': 'SZX', 'overnight': True}]",1040,"{'this_flight': 432000, 'typical_for_this_route': 397000, 'difference_percent': 9}",328,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 23:10'}, 'arrival_airport': {'name': 'Shanghai Pudong International Airport', 'id': 'PVG', 'time': '2024-05-02 04:10'}, 'duration': 300, 'airplane': 'Airbus A350', 'airline': 'China Eastern', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MU.png', 'travel_class': 'Economy', 'flight_number': 'MU 566', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 283 kg'], 'overnight': True}, {'departure_airport': {'name': 'Shanghai Pudong International Airport', 'id': 'PVG', 'time': '2024-05-02 10:30'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-02 13:00'}, 'duration': 150, 'airplane': 'Airbus A320', 'airline': 'China Eastern', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MU.png', 'travel_class': 'Economy', 'flight_number': 'MU 5155', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Carbon emissions estimate: 128 kg']}]","[{'duration': 380, 'name': 'Shanghai Pudong International Airport', 'id': 'PVG', 'overnight': True}]",830,"{'this_flight': 411000, 'typical_for_this_route': 397000, 'difference_percent': 4}",368,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 06:30'}, 'arrival_airport': {'name': 'Hong Kong International Airport', 'id': 'HKG', 'time': '2024-05-01 10:45'}, 'duration': 255, 'airplane': 'Airbus A350', 'airline': 'Cathay Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/CX.png', 'travel_class': 'Economy', 'flight_number': 'CX 692', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 184 kg']}, {'departure_airport': {'name': 'Hong Kong International Airport', 'id': 'HKG', 'time': '2024-05-01 12:00'}, 'arrival_airport': {'name': 'Beijing Capital International Airport', 'id': 'PEK', 'time': '2024-05-01 15:30'}, 'duration': 210, 'airplane': 'Boeing 777', 'airline': 'Cathay Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/CX.png', 'travel_class': 'Economy', 'flight_number': 'CX 332', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 199 kg']}]","[{'duration': 75, 'name': 'Hong Kong International Airport', 'id': 'HKG'}]",540,"{'this_flight': 384000, 'typical_for_this_route': 397000, 'difference_percent': -3}",681,One way,
